id,x_coordinate,y_coordinate
1834,2378,1476
1835,2763,1479
1836,3282,1475
1837,3443,1481
1838,3581,1493
1839,3738,1493
1840,3805,1487
1841,3808,1441
1842,3802,1386
1843,3784,1326
1844,3783,1314
1845,3736,1312
1846,3566,1311
1847,3372,1311
1848,3232,1311
1849,3016,1311
1850,2772,1311
1851,2558,1311
1852,2370,1311
1853,2141,1311
1854,1862,1311
1855,1668,1315
1856,1444,1325
1857,1074,1325
1858,862,1315
1859,680,1319
1860,483,1323
1861,370,1319
1862,258,1311
1863,225,1299
1864,155,1281
1865,149,1254
1866,164,1198
1867,246,1172
1868,473,1161
1869,628,1156
1870,799,1171
1871,1037,1177
1872,1263,1183
1873,1492,1187
1874,1787,1193
1875,2119,1203
1876,2460,1230
1877,2690,1250
1878,2901,1252
1879,3180,1239
1880,3494,1237
1881,3637,1237
1882,3776,1227
1883,3809,1185
1884,3817,1102
1885,3796,1054
1886,3784,1038
1887,3727,1030
1888,3554,1026
1889,3408,1026
1890,3230,1032
1891,3020,1046
1892,2765,1045
1893,2596,1045
1894,2427,1045
1895,2209,1045
1896,1965,1045
1897,1787,1045
1898,1635,1048
1899,1460,1047
1900,1196,1032
1901,958,1025
1902,757,1028
1903,573,1043
1904,310,1047
1905,240,1032
1906,160,972
1907,144,907
1908,148,862
1909,254,848
1910,272,848
1911,281,852
1912,347,864
1913,561,868
1914,649,870
1915,771,870
1916,875,876
1917,910,879
1918,910,879
1919,922,879
1920,978,882
1921,1092,888
1922,1224,894
1923,1420,894
1924,1830,894
1925,2092,898
1926,2350,903
1927,2771,886
1928,3086,864
1929,3250,879
1930,3390,889
1931,3582,889
1932,3665,873
1933,3694,843
1934,3688,819
1935,3671,800
1936,3551,797
1937,3278,799
1938,3053,799
1939,2849,814
1940,2519,823
1941,2187,815
1942,1947,818
1943,1684,818
1944,1297,818
1945,965,818
1946,684,820
1947,413,825
1948,254,823
1949,172,809
1950,119,797
1951,115,781
1952,120,725
1953,120,694
1954,210,687
1955,342,683
1956,623,679
1957,867,684
1958,1146,702
1959,1299,719
1960,1531,727
1961,1935,725
1962,2206,725
1963,2505,725
1964,2793,743
1965,3041,763
1966,3299,763
1967,3465,757
1968,3554,755
1969,3792,630
1970,3805,553
1971,3804,440
1972,3753,322
1973,3732,233
1974,3721,152
1975,3702,96
1976,3695,77
1977,3679,189
1978,3668,282
1979,3659,359
1980,3639,450
1981,3618,522
1982,3606,575
1983,3587,553
1984,3513,396
1985,3483,245
1986,3476,158
1987,3467,87
1988,3467,86
1989,3467,52
1990,3467,62
1991,3467,131
1992,3456,219
1993,3440,286
1994,3426,448
1995,3424,522
1996,3415,569
1997,3371,517
1998,3309,349
1999,3278,258
2000,3253,169
2001,3226,113
2002,3213,89
2003,3208,73
2004,3201,42
2005,3181,84
2006,3156,187
2007,3123,305
2008,3102,409
2009,3103,505
2010,3101,545
2011,3003,434
2012,2943,230
2013,2918,166
2014,2873,71
2015,2866,52
2016,2867,61
2017,2842,126
2018,2809,220
2019,2660,345
2020,2509,435
2021,2425,519
2022,2424,526
2023,2370,433
2024,2295,251
2025,2280,108
2026,2282,59
2027,2281,47
2028,2272,147
2029,2205,328
2030,2170,404
2031,2121,508
2032,2102,564
2033,2093,519
2034,2096,260
2035,2083,129
2036,2080,58
2037,2068,84
2038,2009,221
2039,1931,373
2040,1902,482
2041,1883,537
2042,1818,357
2043,1776,194
2044,1730,47
2045,1718,38
2046,1685,208
2047,1633,369
2048,1598,481
2049,1584,524
2050,1496,312
2051,1458,147
2052,1446,56
2053,1444,46
2054,1410,229
2055,1386,377
2056,1365,501
2057,1359,523
2058,1345,565
2059,1268,277
2060,1246,118
2061,1226,61
2062,1222,0
2063,1202,158
2064,1185,362
2065,1174,499
2066,1171,628
2067,1173,725
2068,315,47
2069,457,46
2070,568,46
2071,692,50
2072,866,55
2073,1125,61
2074,1347,63
2075,1560,65
2076,1783,57
2077,2009,55
2078,2220,59
2079,2401,63
2080,2650,73
2081,2860,59
2082,3133,59
2083,3366,62
2084,3583,67
2085,3703,67
2086,3759,85
2087,3764,129
2088,3733,162
2089,3609,202
2090,3441,215
2091,3267,215
2092,2919,215
2093,2598,204
2094,2410,202
2095,2223,203
2096,1990,213
2097,1818,213
2098,1676,221
2099,1404,240
2100,1176,263
2101,954,257
2102,678,225
2103,534,223
2104,404,218
2105,330,47
2106,360,47
2107,377,47
2108,472,50
2109,635,49
2110,840,42
2111,1065,38
2112,1217,53
2113,1367,60
2114,1475,34
2115,1456,4
2116,1575,22
2117,1835,46
2118,2194,51
2119,2454,51
2120,2766,51
2121,3015,51
2122,3351,54
2123,3574,74
2124,3742,78
2125,3772,114
2126,3759,161
2127,3737,214
2128,3769,276
2129,3785,442
2130,3796,635
2131,3790,820
2132,3772,1017
2133,3772,1278
2134,3770,1528
2135,3773,1730
2136,3774,1912
2137,3747,2004
2138,3687,2054
2139,3527,2049
2140,3432,2036
2141,3332,2041
2142,3170,2073
2143,3004,2076
2144,2820,2078
2145,2603,2087
2146,2347,2087
2147,2146,2068
2148,1941,2060
2149,1657,2059
2150,1389,2077
2151,1242,2075
2152,1008,2077
2153,865,2070
2154,660,2077
2155,522,2066
2156,409,2063
2157,393,2053
2158,395,1947
2159,402,1817
2160,398,1738
2161,364,1719
2162,267,1681
2163,195,1670
2164,138,1667
2165,133,1610
2166,146,1491
2167,147,1327
2168,153,1170
2169,148,1085
2170,148,974
2171,151,789
2172,164,611
2173,157,533
2174,322,510
2175,653,510
2176,1061,507
2177,1227,517
2178,1409,536
2179,1551,538
2180,1733,535
2181,2018,531
2182,2241,532
2183,2492,536
2184,2826,551
2185,3113,551
2186,3348,551
2187,3561,554
2188,3701,554
2189,3768,656
2190,3785,738
2191,3747,828
2192,3461,839
2193,3229,839
2194,2876,836
2195,2436,836
2196,2100,840
2197,1578,850
2198,1091,843
2199,726,845
2200,438,846
2201,293,852
2202,235,903
2203,227,1013
2204,256,1030
2205,595,1002
2206,975,968
2207,1025,971
2208,1187,969
2209,1462,965
2210,1707,965
2211,2023,988
2212,2237,996
2213,2427,997
2214,2666,990
2215,3014,978
2216,3330,946
2217,3604,946
2218,3700,944
2219,3774,952
2220,3830,1069
2221,3835,1130
2222,3719,1141
2223,3575,1148
2224,3419,1150
2225,3241,1141
2226,3075,1144
2227,2845,1113
2228,2555,1123
2229,2407,1151
2230,2206,1172
2231,1995,1168
2232,1647,1164
2233,1344,1169
2234,1245,1169
2235,1077,1172
2236,773,1117
2237,713,1132
2238,508,1211
2239,441,1210
2240,356,1207
2241,305,1208
2242,124,1320
2243,179,1318
2244,324,1319
2245,480,1323
2246,626,1325
2247,796,1324
2248,935,1324
2249,1084,1325
2250,1304,1332
2251,1492,1340
2252,1674,1342
2253,1896,1342
2254,2095,1341
2255,2268,1341
2256,2487,1339
2257,2670,1339
2258,2834,1339
2259,2962,1339
2260,3172,1339
2261,3419,1340
2262,3646,1349
2263,3768,1357
2264,3805,1364
2265,3821,1430
2266,3805,1459
2267,3712,1468
2268,3525,1468
2269,3214,1473
2270,2906,1475
2271,2638,1474
2272,2342,1472
2273,2113,1466
2274,1883,1466
2275,1628,1466
2276,1419,1466
2277,1186,1467
2278,869,1476
2279,612,1476
2280,488,1476
2281,320,1480
2282,216,1489
2283,130,1504
2284,111,1552
2285,105,1588
2286,122,1609
2287,240,1623
2288,380,1615
2289,504,1606
2290,733,1606
2291,950,1593
2292,1091,1580
2293,1246,1576
2294,1418,1577
2295,1588,1588
2296,1790,1594
2297,1996,1598
2298,2185,1582
2299,2375,1573
2300,2586,1578
2301,2776,1586
2302,2937,1586
2303,3088,1585
2304,3267,1585
2305,3479,1579
2306,3606,1577
2307,3738,1577
2308,3839,1577
2309,3838,1624
2310,3821,1646
2311,3757,1571
2312,3816,1658
2313,3736,1658
2314,3660,1658
2315,3607,1659
2316,3532,1659
2317,3402,1663
2318,3253,1663
2319,3120,1667
2320,2982,1670
2321,2798,1670
2322,2644,1663
2323,2516,1656
2324,2341,1652
2325,2151,1655
2326,1952,1668
2327,1778,1672
2328,1630,1674
2329,1441,1676
2330,1292,1676
2331,1164,1673
2332,938,1678
2333,815,1684
2334,694,1685
2335,502,1690
2336,406,1684
2337,296,1684
2338,202,1689
2339,171,1691
2340,161,1691
2341,177,1722
2342,238,1771
2343,342,1800
2344,452,1810
2345,566,1822
2346,741,1821
2347,995,1832
2348,1243,1842
2349,1423,1842
2350,1555,1852
2351,1741,1856
2352,2001,1856
2353,2242,1856
2354,2406,1855
2355,2630,1846
2356,2798,1846
2357,2968,1847
2358,3099,1847
2359,3175,1847
2360,3247,1832
2361,3292,1798
2362,3331,1767
2363,3382,1742
2364,3487,1729
2365,3563,1745
2366,3609,1800
2367,3642,1907
2368,3639,1978
2369,3563,2013
2370,3483,2030
2371,3346,2021
2372,3279,1977
2373,3247,1935
2374,3239,1865
2375,3276,1822
2376,3314,1779
2377,3366,1743
2378,3441,1732
2379,3509,1759
2380,3548,1792
2381,3574,1812
2382,3776,2000
2383,3781,1831
2384,3763,1753
2385,3757,1650
2386,3757,1538
2387,3752,1447
2388,3747,1336
2389,3747,1237
2390,3747,1144
2391,3747,1035
2392,3758,916
2393,3759,852
2394,3758,720
2395,3752,637
2396,3742,561
2397,3741,477
2398,3741,360
2399,3741,252
2400,3741,158
2401,3741,67
2402,3732,33
2403,3730,32
2404,3702,32
2405,3666,35
2406,3622,100
2407,3622,190
2408,3622,309
2409,3622,436
2410,3622,609
2411,3623,782
2412,3628,879
2413,3630,1024
2414,3629,1149
2415,3629,1221
2416,3629,1325
2417,3630,1397
2418,3643,1520
2419,3632,1644
2420,3599,1687
2421,3537,1684
2422,3498,1646
2423,3490,1477
2424,3490,1199
2425,3484,851
2426,3453,584
2427,3443,356
2428,3409,213
2429,3392,128
2430,3392,59
2431,3392,45
2432,3374,45
2433,3334,43
2434,3317,62
2435,3303,160
2436,3286,267
2437,3286,381
2438,3286,526
2439,3289,704
2440,3296,868
2441,3303,1116
2442,3303,1308
2443,3303,1462
2444,3314,1568
2445,3330,1660
2446,3339,1709
2447,3297,1733
2448,3218,1734
2449,3194,1684
2450,3180,1469
2451,3189,1202
2452,3191,982
2453,3199,771
2454,3164,568
2455,3114,362
2456,3107,123
2457,3106,71
2458,3110,152
2459,3115,358
2460,3113,529
2461,3111,701
2462,3091,934
2463,3088,1143
2464,3108,1324
2465,3103,1496
2466,3132,1626
2467,3175,1768
2468,3180,1850
2469,3172,1937
2470,3138,1964
2471,3083,1966
2472,3070,1956
2473,3058,1817
2474,3065,1608
2475,3069,1453
2476,3080,1278
2477,3068,1195
2478,3048,1036
2479,3061,813
2480,3044,647
2481,2998,535
2482,2971,397
2483,2973,266
2484,2978,144
2485,2967,100
2486,2910,42
2487,2893,40
2488,2871,54
2489,2830,81
2490,2787,171
2491,2781,243
2492,2752,334
2493,2736,337
2494,2679,246
2495,2652,127
2496,2640,70
2497,2639,59
2498,2637,69
2499,2628,134
